,pub_time,weibo_content,forward,comment,like,weibo_url,weibo_topic
10,3月24日 21:00,【#中国的疫情防控经验值得全球关注#】中国疾控中心研究员吴尊友：应对新冠肺炎疫情，我们是传染源、传播途径、易感人群“三管齐下”来抓。①对传染源采取“四早措施”，早发现、早报告、早隔离、早治疗；②戴口罩、注意手卫生、通风等，切断传播途径③人与人之间保持一定距离，保护易感人群。目 ​​​​...展开全文,800.0,858.0,7978.0,https://weibo.com/2656274875/IA8378b3v?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#中国的疫情防控经验值得全球关注#
11,3月24日 20:37,【#寒潮上线多地气温打折#！多地降温超10℃ 转发提醒！】据@中国天气 ：今天，中央气象台发布寒潮蓝色预警。24日至28日，我国中东部大部将出现雨雪和大风降温天气过程，南方将有强降雨和强对流天气，北方雨雪、沙尘齐袭，多地累积降温幅度超过10℃，局地超过15℃！网友：我这就把刚收起来的秋裤再找出 ​​​​...展开全文,527.0,775.0,2105.0,https://weibo.com/2656274875/IA7TQ99U2?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#寒潮上线多地气温打折#！多地降温超10℃ 转发提醒！
12,3月24日 19:56,【防疫措施升级！#澳大利亚将禁止民众出国#】当地时间24日晚，澳大利亚总理莫里森召开记者会，宣布民众将被禁止出国。联邦政府稍晚将讨论决定并宣布禁令何时生效。另外，25日午夜起，澳大利亚将关闭更多的公共场所，包括博物馆、图书馆、美容美甲店、游泳馆、健身场所等。餐馆和咖啡店只能保留外卖服务 ​​​​...展开全文,445.0,1025.0,9613.0,https://weibo.com/2656274875/IA7CYFUW1?from=page_1002062656274875_profile&wvr=6&mod=weibotime,防疫措施升级！#澳大利亚将禁止民众出国#
13,3月24日 19:44,#全球抗疫第一线#【直播！直击意大利四地疫情】截至当地时间23日18时，意大利确诊病例已超6.3万。米兰、罗马、那不勒斯、库马约尔四地情况如何？意大利人如何看待“出门戴口罩”？日常生活物资如何保障？意大利的“云课堂”什么样？看意大利人、旅意侨胞、中国留学生在线分享！ 央视新闻的微博视频 . ​​​​,286.0,1339.0,10415.0,https://weibo.com/2656274875/IA7ygnqJt?from=page_1002062656274875_profile&wvr=6&mod=weibotime,直播！直击意大利四地疫情
14,3月24日 19:34,【#日本确定奥运会延期1年提案方针#】围绕东京奥运会及残奥会问题，日本首相安倍晋三与国际奥委会主席巴赫今天进行了电话会谈。据日本放送协会消息，双方在电话会谈中，提及考虑到参赛选手的准备时间等问题，确定了东京奥运会、残奥会延期1年左右的提案方针。（总台记者何欣蕾） ​​​​,559.0,437.0,2745.0,https://weibo.com/2656274875/IA7u1pEia?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#日本确定奥运会延期1年提案方针#
15,3月24日 19:00,#在微博看联播#【直播！#新闻联播#】 央视新闻的微博直播 . ​​​​,148.0,194.0,5408.0,https://weibo.com/2656274875/IA7gb17fy?from=page_1002062656274875_profile&wvr=6&mod=weibotime,直播！#新闻联播#
16,3月24日 19:00,#在微博看联播#【直播！#新闻联播#】 央视新闻的微博直播 . ​​​​,148.0,194.0,5408.0,https://weibo.com/2656274875/IA7gb17fy?from=page_1002062656274875_profile&wvr=6&mod=weibotime,直播！#新闻联播#
17,3月24日 18:45,【#韩警方将披露N号房事件一嫌犯身份#】韩国首尔地方警察厅24日举行会议，决定于25日8时公开涉嫌散播性虐视频的“博士房”群主赵主彬（音）的个人信息。这将是韩国首次引用《性暴力犯罪处罚等相关特例法》规定，公开犯罪嫌疑人信息的案例。“N号房事件”，指犯罪嫌疑人利用即时通讯软件Telegram，开设 ​​​​...展开全文,771.0,1652.0,10261.0,https://weibo.com/2656274875/IA7aoBg6l?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#韩警方将披露N号房事件一嫌犯身份#
18,3月24日 18:20,【#街头直播看塞尔维亚疫情现状#！】当地时间21日，中国援助塞尔维亚专家医疗组抵达后受到最高礼遇迎接，塞尔维亚总统表示将迅速推广中国经验，并实行更严厉的宵禁措施。疫情下的塞尔维亚民众生活受到哪些影响？当地民众反应如何？旅塞华人带你看最真实的塞尔维亚街头！戳↓ 央视新闻的微博视频 . ​​​​,2074.0,5348.0,36909.0,https://weibo.com/2656274875/IA704zqBk?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#街头直播看塞尔维亚疫情现状#！
19,3月24日 18:02,【#耿爽说美国甩锅无助于战胜疫情#】今天，外交部发言人耿爽表示，中方已多次重申，美方个别人处心积虑地将新冠病毒同中国相联系，不断对中国搞污名化，中国人民对此强烈义愤、坚决反对。我们希望美方能明白，采用混淆视听、甩锅别国的伎俩，使用“中国病毒”、“武汉病毒”的说法无助于美国战胜疫情挑 ​​​​...展开全文,1042.0,1154.0,15890.0,https://weibo.com/2656274875/IA6SQh68r?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#耿爽说美国甩锅无助于战胜疫情#
20,3月24日 17:47,"#中国在援助物资上写了什么#【看到这些“不一般”的寄语，你想说点啥？】@最爱的成宝拉 ：世界诗词大会 @君君熙吖 ：我们中国，连文案都这么用心！ @津生金视：字字千金，情深意长！妥妥的大国风范！@G卢卢 ：中国式浪漫！,【#中国在援助物资上写了什么#】“人心齐，泰山移”；“铁杆朋友，风雨同行”；“千里同好，坚于金石”；“青山一道，同担风雨”；“云海荡朝日，春色任天涯”……这些写在中方对外援助物资上的寄语，简短真挚，过目难忘↓↓网友：#有一种温暖叫中国援助#！转发学习！ ​​​​",1413.0,477.0,4566.0,https://weibo.com/2656274875/IA6MLw0FT?from=page_1002062656274875_profile&wvr=6&mod=weibotime,看到这些“不一般”的寄语，你想说点啥？
21,3月24日 17:24,【#北京仍有人往返疫情严重国家代购#】北京边检总站副总站长吉利霞：近日，北京边检发现有人涉嫌违反北京市疫情防控政策规定，甚至有人往返疫情严重国家地区从事海外代购活动，#北京已查处一批拒不执行防疫规定人员#。如有中国内地居民在隔离期内拟出境的，不准其出境；如有来华外国人出境后在隔离期内 ​​​​...展开全文,778.0,1524.0,10030.0,https://weibo.com/2656274875/IA6DpvLaU?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#北京仍有人往返疫情严重国家代购#
22,3月24日 17:03,【#上海重申防控措施对中外人士一视同仁#】今天举行的上海市新冠肺炎疫情防控新闻发布会重申：①经核查不具备居家隔离条件的，一律实行集中隔离；②进入社区居家隔离前，必须先通过核酸测试；③居家隔离人员绝对不能离开住所。上述要求，对中外人士一视同仁，规则一致，执行一致。（总台央视记者魏然） ​​​​,548.0,2009.0,13078.0,https://weibo.com/2656274875/IA6uDcQSY?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#上海重申防控措施对中外人士一视同仁#
23,3月24日 16:33,【#北京首例境外输入关联病例情况公布#】北京市疾控中心副主任庞星火：刘某某，男，42岁，北京籍，属北京市首例境外输入关联病例。其楼下邻居李某某，3月5日由英国抵京，居家隔离观察，期间有小区内活动和永辉超市购物活动，7日走楼梯到小区办理出入证，9日发病，11日走楼梯步行至海淀医院就诊，12日确 ​​​​...展开全文,1436.0,3001.0,24413.0,https://weibo.com/2656274875/IA6isvBuC?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#北京首例境外输入关联病例情况公布#
24,3月24日 16:29,【#北京首次出现墨西哥挪威希腊输入病例#】北京市疾控中心副主任庞星火：#北京昨日新增31例境外输入病例#，新增境外输入关联病例1例。主要特点：①确诊病例来源较集中，其中西班牙14例，占44%；英国12例，占38%；美国2例，墨西哥1例，挪威1例，希腊1例。②首次出现来自墨西哥、挪威、希腊的输入病例。  ​​​​...展开全文,1015.0,5872.0,97577.0,https://weibo.com/2656274875/IA6gWfDaH?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#北京首次出现墨西哥挪威希腊输入病例#
25,3月24日 16:02,【直播！#湖北通报疫情防控最新进展#】今天，湖北省政府新闻办公室召开新型冠状病毒感染的肺炎疫情防控工作新闻发布会，介绍湖北省新冠肺炎疫情防控工作和#武汉市城市运行保障情况#并回答记者提问。关注！（总台央视记者王伟超） 央视新闻的微博视频 . ​​​​,150.0,1018.0,1297.0,https://weibo.com/2656274875/IA65S6SjK?from=page_1002062656274875_profile&wvr=6&mod=weibotime,直播！#湖北通报疫情防控最新进展#
26,3月24日 16:02,【直播！#北京疫情防控工作发布会#】今天，北京市举行新冠病毒肺炎疫情防控工作新闻发布会，邀请北京市交通委、北京边检总站、北京市疾控中心等单位负责人发布消息，并回答记者提问。关注！#北京昨日新增31例境外输入病例#（总台央视记者张景 陈宝善） 央视新闻的微博视频 . ​​​​,56.0,187.0,1487.0,https://weibo.com/2656274875/IA65Qk3YG?from=page_1002062656274875_profile&wvr=6&mod=weibotime,直播！#北京疫情防控工作发布会#
27,3月24日 15:40,【#防范境外输入的三道防线#】中国疾控中心研究员吴尊友：防范境外输入病例我们建立了三道防线：①海关通过测温、询问症状及报告过去14天旅行史，筛查已有症状人员；②入境人员要隔离观察14天，出现症状的会送到指定医疗机构诊断治疗；③经过前一阵防疫的实践锻炼，医务人员已经具备意识，一旦发现病人 ​​​​...展开全文,542.0,1419.0,13654.0,https://weibo.com/2656274875/IA5X14XlL?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#防范境外输入的三道防线#
28,3月24日 15:01,#共同战疫#【直播！#国务院联防联控机制举行新闻发布会#】国务院联防联控机制于今天召开新闻发布会，介绍新冠肺炎疫情防控与医疗诊治有关情况，请相关疾控专家和医疗专家回答媒体提问。关注！（总台央视记者乔全兴） 央视新闻的微博视频 . ​​​​,210.0,1355.0,1912.0,https://weibo.com/2656274875/IA5H8vQGL?from=page_1002062656274875_profile&wvr=6&mod=weibotime,直播！#国务院联防联控机制举行新闻发布会#
29,3月24日 14:49,#武汉市民可正常收寄包裹#【#武汉12家快递企业复工#】3月20日起，武汉市的快递行业开始全面复工，分拨中心都已经开始正常运营。目前，武汉共有12家快递企业在做好防疫同时复工运转，让此前因疫情影响而大量滞留和后续收发的包裹得到快速处理消化。（总台央视记者佘利霞 王波涛） 央视新闻的微博视频 ​​​​,450.0,1710.0,10337.0,https://weibo.com/2656274875/IA5CdfSvx?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#武汉12家快递企业复工#
30,3月24日 14:35,【传递！#最好的事情莫过你平安回家#】网友：很多人被困两个多月，这是今天最温暖最振奋人心的消息了！转！#4月8日武汉解除离汉离鄂通道管控# 央视新闻的微博视频 ​​​​,597.0,399.0,2795.0,https://weibo.com/2656274875/IA5wHpqZ4?from=page_1002062656274875_profile&wvr=6&mod=weibotime,传递！#最好的事情莫过你平安回家#
31,3月24日 14:20,【#特朗普变形记# 后半段亮了！】2月份的特朗普：“完全没有理由恐慌，这病毒会消失的。新冠病毒就是民主党的新骗局！”这些天的特朗普：“疫情它伤害了我。我们必须把政治放在一边，停止党派之争。我正式宣布，美国全国进入紧急状态！我们正在经受巨大的国家考验！”网友：真香！  ​​​​...展开全文,24987.0,24522.0,399112.0,https://weibo.com/2656274875/IA5qDe0iD?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#特朗普变形记# 后半段亮了！
32,3月24日 14:10,【全程视频来了！#我国成功发射遥感三十号06组卫星#】今天11时43分，我国在西昌卫星发射中心用长征二号丙运载火箭，成功将遥感三十号06组卫星发射升空。卫星顺利进入预定轨道，任务获得圆满成功！看现场画面↓↓骄傲转发！（总台央视记者刘常连） 央视新闻的微博视频 ​​​​,715.0,450.0,4865.0,https://weibo.com/2656274875/IA5msmB9c?from=page_1002062656274875_profile&wvr=6&mod=weibotime,全程视频来了！#我国成功发射遥感三十号06组卫星#
33,3月24日 13:49,【直播！#我的同乡英雄#返乡啦！】17日开始，各地支援湖北医务人员分批撤离。今天，陕西、安徽等多地医疗队陆续返程。英雄凯旋，@央视新闻 带你一起去各地机场，接他们返乡！看↓ 央视新闻的微博视频 . ​​​​,226.0,510.0,3977.0,https://weibo.com/2656274875/IA5e5dQ71?from=page_1002062656274875_profile&wvr=6&mod=weibotime,直播！#我的同乡英雄#返乡啦！
34,3月24日 13:22,#广东新增省外输入病例1例#【#佛山通报湖北输入病例情况#】据佛山市卫生健康局，3月23日0时至24时，佛山市报告新冠肺炎新增确诊病例2例，其中1例为美国输入病例，1例为湖北输入病例。湖北输入病例为51岁男性患者，湖北籍，在广东工作。患者1月份回湖北居住，3月19日回到佛山。患者确诊前主要活动轨迹 ​​​​...展开全文,395.0,2158.0,5311.0,https://weibo.com/2656274875/IA538arHh?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#佛山通报湖北输入病例情况#
35,3月24日 12:48,【#明起湖北除武汉外解除离鄂通道管控#】湖北省发布新型冠状病毒感染肺炎疫情防控指挥部通告：①从25日零时起，武汉市以外地区解除离鄂通道管控，有序恢复对外交通，离鄂人员凭湖北健康码“绿码”安全有序流动。②#4月8日武汉解除离汉离鄂通道管控#措施，有序恢复对外交通，离汉人员凭湖北健康码“绿码 ​​​​...展开全文,3136.0,5966.0,49550.0,https://weibo.com/2656274875/IA4Pbgyl2?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#明起湖北除武汉外解除离鄂通道管控#
36,3月24日 12:37,【专家：#援鄂疾控队暂缓撤离并非疫情反弹#】23日，国家卫健委前方工作组防控组社区防控专家组长吴浩接受总台记者专访表示，大家不要将援鄂疾控队暂缓撤离误解为疫情反弹或加重。疾控队伍是随着各省医疗队来的，#援鄂疾控队留在湖北的两个任务#是：①做好复工复产前的相关准备、应急预案处理和消杀工作 ​​​​...展开全文,442.0,433.0,5867.0,https://weibo.com/2656274875/IA4KJfl2x?from=page_1002062656274875_profile&wvr=6&mod=weibotime,专家：#援鄂疾控队暂缓撤离并非疫情反弹#
37,3月24日 12:20,【转起祝贺！#我国成功发射遥感三十号06组卫星#】今天11时43分，我国在西昌卫星发射中心用长征二号丙运载火箭，成功将遥感三十号06组卫星发射升空。卫星顺利进入预定轨道，任务获得圆满成功！遥感三十号06组卫星采用多星组网模式，主要用于开展电磁环境探测及相关技术试验。（总台央视记者刘常连 ​​​​...展开全文,1178.0,957.0,10988.0,https://weibo.com/2656274875/IA4DTvAFe?from=page_1002062656274875_profile&wvr=6&mod=weibotime,转起祝贺！#我国成功发射遥感三十号06组卫星#
38,3月24日 12:05,#武汉日记#【#挥别武汉那一夜他们都哭了#】“在这不觉得什么，但要走的时候，特别特别不舍”；“这是一辈子难忘的经历”；“患者总说感谢我们，其实是他们反过来感动了我们”……完成任务即将回家，河北支援武汉医疗队不少队员却哭了。不舍武汉，是他们共同的理由↓#谢谢你为湖北拼过命#！  ​​​​...展开全文,624.0,638.0,6348.0,https://weibo.com/2656274875/IA4xE6PGo?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#挥别武汉那一夜他们都哭了#
39,3月24日 11:33,【#中国在援助物资上写了什么#】“人心齐，泰山移”；“铁杆朋友，风雨同行”；“千里同好，坚于金石”；“青山一道，同担风雨”；“云海荡朝日，春色任天涯”……这些写在中方对外援助物资上的寄语，简短真挚，过目难忘↓↓网友：#有一种温暖叫中国援助#！转发学习！ ​​​​,62700.0,16899.0,332444.0,https://weibo.com/2656274875/IA4kQ9HBt?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#中国在援助物资上写了什么#
40,3月24日 11:20,【#多地明确开学时间#】同学们准备开学啦！转存周知！ ​​​​,1461.0,5350.0,26747.0,https://weibo.com/2656274875/IA4fBmdDd?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#多地明确开学时间#
41,3月24日 11:04,【周知！#本土4例新增确诊病例情况#】3月23日0-24时，31省区市新增本土确诊病例4例。详情↓ ​​​​,392.0,717.0,3682.0,https://weibo.com/2656274875/IA49elMVC?from=page_1002062656274875_profile&wvr=6&mod=weibotime,周知！#本土4例新增确诊病例情况#
42,3月24日 10:56,#谭德塞说病毒蔓延速度让人悲痛#【#3个数据看新冠病毒蔓延速度#】当地时间23日，世卫组织召开新冠肺炎例行发布会。世卫组织总干事谭德塞：“新冠肺炎大流行正在加速。从确诊首例到全球病例数达10万，花了67天时间；而达到第二个10万仅用了11天；第三个10万仅用了4天。可以看到病毒蔓延速度是如何加快的 ​​​​...展开全文,1125.0,1549.0,22972.0,https://weibo.com/2656274875/IA45IfB1F?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#3个数据看新冠病毒蔓延速度#
43,3月24日 10:23,#共同战疫#【直播！#多支医疗队从武汉返乡#】今天，来自上海、甘肃、陕西、吉林、广西等多支支援湖北医疗队将陆续抵达武汉天河机场，登上回家的航班。跟随央视记者一起，在武汉天河机场，送别可爱的白衣战士！#谢谢你为湖北拼过命#（总台央视记者李璟慧 吴经伟） 央视新闻的微博视频 . ​​​​,354.0,527.0,6602.0,https://weibo.com/2656274875/IA3SoBJQA?from=page_1002062656274875_profile&wvr=6&mod=weibotime,直播！#多支医疗队从武汉返乡#
44,3月24日 10:22,【直播！#江城重拾烟火气#】沉寂了数个月的武汉正逐渐“醒来”：商业网点逐步有序开放、快递恢复、地铁消杀、公交开始试跑...戳↓总台记者带你去看江汉路、光谷步行街、楚河汉街、雪松路，登上黄鹤楼，俯瞰江城风景！ 央视新闻的微博视频 . ​​​​,386.0,1402.0,7757.0,https://weibo.com/2656274875/IA3S3nspr?from=page_1002062656274875_profile&wvr=6&mod=weibotime,直播！#江城重拾烟火气#
45,3月24日 10:09,【#明起北京入境人员全部核酸检测#】在当前实施的目的地为北京的境外进京人员集中隔离措施基础上，北京决定从3月25日零时起执行以下措施：①所有从北京口岸入境人员不分目的地，全部就地集中隔离观察，全部做核酸检测；②14日内从其他口岸入境进京人员，全部集中隔离观察，全部做核酸检测；③隔离观察 ​​​​...展开全文,973.0,1325.0,8943.0,https://weibo.com/2656274875/IA3MGl3sj?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#明起北京入境人员全部核酸检测#
46,3月24日 09:44,#12地新增境外输入74例#【警惕！严防境外输入！】截至23日24时，#全国累计报告境外输入427例#。周知！ ​​​​,819.0,1702.0,9950.0,https://weibo.com/2656274875/IA3CriQ5P?from=page_1002062656274875_profile&wvr=6&mod=weibotime,警惕！严防境外输入！
47,3月24日 09:34,#北京昨日新增31例境外输入病例#【#北京新增1例境外输入关联病例#】据@首都健康 ，23日12时至24时，新增报告境外输入新冠肺炎确诊病例16例，其中英国10例、西班牙2例、美国2例、希腊1例、墨西哥1例。昨日共新增境外输入确诊病例31例，疑似病例5例。截至23日24时，累计报告境外输入确诊病例138例，治愈 ​​​​...展开全文,233.0,786.0,3961.0,https://weibo.com/2656274875/IA3yvhCP1?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#北京新增1例境外输入关联病例#
48,3月24日 09:26,【白宫疫情专家：#特朗普对中国的指责不符合事实# 但我拦不住】在美国白宫疫情记者会现场，特朗普身旁总是站着美国顶级传染病专家安东尼·福奇。当地时间22日，福奇接受采访时表示，对特朗普甩锅中国的某些表态无法认同，“但我总不能到麦克风前把他推下去吧。（只能）让我们试着下次纠正了。”  ​​​​...展开全文,6506.0,10104.0,288433.0,https://weibo.com/2656274875/IA3vqp4UO?from=page_1002062656274875_profile&wvr=6&mod=weibotime,白宫疫情专家：#特朗普对中国的指责不符合事实# 但我拦不住
49,3月24日 09:14,#共同战疫#【直播！#美国民众焦虑情绪升级#】新冠肺炎疫情肆虐美国，多个州相继成为重灾区，每日新冠肺炎患者确诊人数和死亡人数呈倍数增长。疫情下的美国民众焦虑情绪再升级，疯抢厕纸、囤枪，但仍有人无视禁令欢聚海滩……央视记者直击美国最新疫情↓关注！ 央视新闻的微博视频 . ​​​​,289.0,725.0,7139.0,https://weibo.com/2656274875/IA3qpu7h4?from=page_1002062656274875_profile&wvr=6&mod=weibotime,直播！#美国民众焦虑情绪升级#
50,3月24日 09:10,【#共同战疫# 继续直播！】春天的武汉逐渐醒来，@央视新闻 带你走近武汉的大街小巷，直击武汉地铁消杀现场；支援湖北医疗队陆续撤离，一起送#我的同乡英雄#回家；记者独家探访辽宁沈阳入境点，直击山西高三开学前一天准备现场；继续关注美国、意大利、塞尔维亚等国战疫情况。看直播↓ ​​​​...展开全文,205.0,370.0,1587.0,https://weibo.com/2656274875/IA3oYf4DE?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#共同战疫# 继续直播！
51,3月24日 09:01,#广东新增省外输入病例1例#【#广东新增境外输入确诊14例#】3月23日0-24时，广东省新增境外输入确诊病例14例，分别为广州12例（巴基斯坦4例、英国3例、尼日利亚2例，美国、安哥拉、刚果金各输入1例）、深圳1例（美国输入）、佛山1例（美国输入）。截至23日24时，全省累计报告境外输入病例76例，境外关联 ​​​​...展开全文,534.0,2048.0,13387.0,https://weibo.com/2656274875/IA3lftFOc?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#广东新增境外输入确诊14例#
52,3月24日 08:45,#塞尔维亚将迅速推广中国经验#【#塞尔维亚累计确诊249例#】据塞尔维亚卫生部23日15时公布的数据，塞尔维亚累计确诊249例。当晚总统武契奇表示，塞尔维亚政府已听取中国专家意见，决定迅速推广相关中国经验：将在48小时内开始进行大规模核酸检测，覆盖更广泛的人群；将建立方舱医院，收治轻症患者。（总 ​​​​...展开全文,1908.0,5102.0,145835.0,https://weibo.com/2656274875/IA3eQ4EQH?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#塞尔维亚累计确诊249例#
53,3月24日 08:26,【#12地新增境外输入74例#】3月23日0—24时，新增报告境外输入确诊病例74例（北京31例，广东14例，上海9例，福建5例，天津4例，江苏3例，浙江2例，四川2例，山西、辽宁、山东和重庆各1例）。截至3月23日24时，#全国累计报告境外输入427例#。 ​​​​,745.0,2387.0,17502.0,https://weibo.com/2656274875/IA36Oc47D?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#12地新增境外输入74例#
